id,english,russian,domain,scenario,level,priority,phrase_type,family,source_id,source_title,tags
ophc2_0ac28a644395,is recommended for eyes with bullous keratopathy,is recommended for eyes with bullous keratopathy,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_460a764bd06e,is recommended for eyes with congenital cataract,is recommended for eyes with congenital cataract,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_a29d254e5e9e,is contraindicated in patients with macular hole,is contraindicated in patients with макулярный разрыв,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_8b045c5624e9,requires urgent referral for acute angle closure,requires urgent referral for острый угол закрытие,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_e5bb06ca254b,requires urgent referral for congenital glaucoma,requires urgent referral for congenital glaucoma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_c529fc53055c,requires urgent referral for epiretinal membrane,requires urgent referral for эпиретинальная мембрана,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_d844f91b8e22,requires urgent referral for infantile esotropia,requires urgent referral for infantile esotropia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_74e5209a06f0,risk factors should be assessed for macular hole,risk factors should be assessed for макулярный разрыв,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_6f883bea1224,visual acuity should be measured in macular hole,зрительный acuity should be measured in макулярный разрыв,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,visual acuity should be measured in,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_84087117bee6,red flag symptoms include macular telangiectasia,red flag symptoms include макулярный telangiectasia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,red flag symptoms include,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_86dbc5f70f75,is recommended for eyes with age-related cataract,is recommended for eyes with age-related cataract,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_6351c87c2f4d,is recommended for eyes with exposure keratopathy,is recommended for eyes with exposure keratopathy,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_33ae536300c0,is recommended for eyes with giant cell arteritis,is recommended for eyes with giant cell arteritis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_d3e92814a745,is recommended for eyes with infectious keratitis,is recommended for eyes with infectious keratitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_b5e5f7dcadd1,is recommended for eyes with intermediate uveitis,is recommended for eyes with intermediate uveitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_340d08212738,is recommended for eyes with neovascular glaucoma,is recommended for eyes with neovascular glaucoma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_6c5d8641bc88,is contraindicated in patients with migraine aura,is contraindicated in patients with migraine aura,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_4be2db328d88,is contraindicated in patients with ocular trauma,is contraindicated in patients with глазной trauma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_5fca4fa03df6,requires urgent referral for giant cell arteritis,requires urgent referral for giant cell arteritis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_29ef04c579c8,requires urgent referral for intermediate uveitis,requires urgent referral for intermediate uveitis,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_9cead63b4995,requires urgent referral for lacrimal gland tumor,requires urgent referral for lacrimal gland tumor,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_9de3f0afd704,follow-up should be arranged within ocular trauma,follow-up should be arranged within глазной trauma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,follow-up should be arranged within,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_14a186ec3191,patients should be counselled regarding amblyopia,patients should be counselled regarding амблиопия,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,patients should be counselled regarding,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_54350fff4123,patients should be counselled regarding ectropion,patients should be counselled regarding ectropion,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,patients should be counselled regarding,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_52bebd8baab3,risk factors should be assessed for migraine aura,risk factors should be assessed for migraine aura,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_3a11042c0636,risk factors should be assessed for ocular trauma,risk factors should be assessed for глазной trauma,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_832dfc8bc7f3,intraocular pressure should be checked in aphakia,внутриглазной давление should be checked in aphakia,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,intraocular pressure should be checked in,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_860fb5d8c95a,shared decision-making should include keratoconus,shared decision-making should include кератоконус,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,shared decision-making should include,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_bf3a5c6067c4,is recommended for eyes with corneal graft failure,is recommended for eyes with роговичный graft failure,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is recommended for eyes with,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
ophc2_a04f2156da28,is contraindicated in patients with Brown syndrome,is contraindicated in patients with Brown синдром,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_ebb3511859ef,is contraindicated in patients with optic neuritis,is contraindicated in patients with неврит зрительного нерва,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,is contraindicated in patients with,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_2fa8543d9c46,requires urgent referral for failed filtering bleb,requires urgent referral for failed filtering bleb,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,requires urgent referral for,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_ead5233a7666,follow-up should be arranged within Brown syndrome,follow-up should be arranged within Brown синдром,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,follow-up should be arranged within,aao_ppp_cornea,AAO PPP Summary Benchmarks: Cornea,guideline;management
ophc2_32a69cf9da02,follow-up should be arranged within optic neuritis,follow-up should be arranged within неврит зрительного нерва,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,follow-up should be arranged within,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_915cde870e95,risk factors should be assessed for optic neuritis,risk factors should be assessed for неврит зрительного нерва,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,risk factors should be assessed for,eeba_guidelines,EEBA Technical Guidelines for Ocular Tissue,guideline;management
ophc2_7353ad4ba235,visual acuity should be measured in Behçet disease,зрительный acuity should be measured in Behçet заболевание,Guidelines & Standards,guidelines,C2,B,guideline sentence frame,visual acuity should be measured in,aao_bcsc,AAO Basic and Clinical Science Course / PPP-derived guideline language,guideline;management
